Preset and Sample Listing for MODULA KONTROL 7-Performance.exb
Sun Jul 19 11:15:56 2026

Presets

Number  	Bank:Prog   	Name                              	Category
913     	25340 Hz      	3,850 bytes   	Dink CB                           	
914     	24000 Hz      	10,758 bytes  	JAZZSNR ff                        	
915     	26000 Hz      	16,902 bytes  	Dry Cym 3 r7                      	
916     	20000 Hz      	6,732 bytes   	Cowbell                           	
917     	24000 Hz      	5,614 bytes   	Snare 3                           	
918     	21993 Hz      	4,258 bytes   	Claps 8081                       	
919     	31700 Hz      	4,146 bytes   	Clsd Hat                          	
920     	24000 Hz      	11,032 bytes  	OpenHatr1                         	
921     	24000 Hz      	16,536 bytes  	Open 808 Hat 1                    	
922     	20000 Hz      	6,512 bytes   	Tr1 Tom 2                         	
923     	24000 Hz      	5,102 bytes   	Snare 83                          	
924     	26000 Hz      	2,570 bytes   	Little Hat 2                      	
925     	28000 Hz      	47,990 bytes  	Kick SP ff                        	
926     	28000 Hz      	10,152 bytes  	Mini Kick 1 e1                    	
927     	17999 Hz      	8,326 bytes   	Kick 9                            	
928     	20000 Hz      	9,656 bytes   	P10Perc1224                       	
929     	23999 Hz      	4,884 bytes   	Crispy Snare                      	
930     	17000 Hz      	13,470 bytes  	Tom Low Simm                      	
931     	15625 Hz      	16,696 bytes  	Simmons Hit                       	
932     	36000 Hz      	107,944 bytes 	bigenvhit2                        	
933     	24000 Hz      	8,404 bytes   	Linn Kick                         	
934     	24000 Hz      	7,930 bytes   	Linn Clap                         	
935     	30000 Hz      	10,082 bytes  	Linn Stick                        	
936     	24000 Hz      	11,678 bytes  	Linn Snare                        	
937     	48000 Hz      	192 bytes     	Tick 13                           	
938     	44127 Hz      	62,106 bytes  	SEM PWM 5 G#2                     	
939     	24241 Hz      	33,362 bytes  	SEM PWM 5 A#3                     	
940     	26069 Hz      	21,128 bytes  	Steel AcGtr G2                    	
941     	15000 Hz      	15,206 bytes  	ScratchBassA2                     	
942     	32000 Hz      	28,418 bytes  	ArpFatBassA0                      	
943     	32000 Hz      	29,124 bytes  	ArpFatBassD#1                     	
944     	32000 Hz      	29,310 bytes  	ArpFatBassA1                      	
945     	32000 Hz      	30,674 bytes  	ArpFatBassD#2                     	
946     	32000 Hz      	30,014 bytes  	ArpFatBassA2                      	
947     	32000 Hz      	29,656 bytes  	ArpFatBassD#3                     	
948     	32000 Hz      	29,962 bytes  	ArpFatBassA3                      	
949     	32000 Hz      	30,020 bytes  	ArpFatBassD#4                     	
950     	32000 Hz      	30,398 bytes  	ArpFatBassA4                      	
951     	39063 Hz      	30,474 bytes  	TX 802_000                        	
952     	39063 Hz      	37,730 bytes  	TX 802_001                        	
953     	39063 Hz      	19,232 bytes  	TX 802_002                        	
954     	39063 Hz      	19,230 bytes  	TX 802_003                        	
955     	39063 Hz      	16,854 bytes  	TX 802_004                        	
956     	22050 Hz      	2,528 bytes   	hum bass C# fz                    	
957     	24000 Hz      	19,998 bytes  	WahScale02.16                     	
958     	24000 Hz      	22,970 bytes  	WahScale03.32                     	
959     	32000 Hz      	48,184 bytes  	Spectrum 3                        	
960     	32000 Hz      	65,168 bytes  	White No C2                       	
961     	18000 Hz      	4,548 bytes   	SYN Cuica up                      	
962     	26177 Hz      	29,412 bytes  	Steel AcGtr B3                    	
963     	26042 Hz      	27,062 bytes  	Steel AcGtr E3                    	
964     	25000 Hz      	5,220 bytes   	Rap Snare                         	
965     	44001 Hz      	12,400 bytes  	Vibes A1                          	
966     	20000 Hz      	2,942 bytes   	TomHiAnalog                       	
967     	44001 Hz      	16,154 bytes  	Vibes B2                          	
968     	18000 Hz      	6,698 bytes   	Kick 1                            	
969     	44001 Hz      	25,142 bytes  	Bright Vibes E1                   	
970     	44001 Hz      	15,522 bytes  	Bright Vibes D3                   	
971     	44001 Hz      	27,330 bytes  	Hard Vibes G2                     	
972     	20000 Hz      	7,516 bytes   	Mid Tom l                         	
973     	22050 Hz      	46,178 bytes  	Crotales D#5                      	
974     	17997 Hz      	7,772 bytes   	TR-55 LowTomBass                  	
975     	10000 Hz      	9,390 bytes   	Peking                            	
976     	44001 Hz      	13,814 bytes  	Iron Sarron                       	
977     	44001 Hz      	8,342 bytes   	Iron Sarron 2                     	
978     	25961 Hz      	27,270 bytes  	Steel AcGtr A3                    	
979     	21952 Hz      	2,670 bytes   	Steel AcGtr G5                    	
980     	24000 Hz      	3,012 bytes   	Snare 11                          	
981     	22000 Hz      	7,120 bytes   	Snare 9                           	
982     	23999 Hz      	8,764 bytes   	Track  7Kick 13                   	
983     	25990 Hz      	5,780 bytes   	TenrSax D2                        	
984     	23125 Hz      	3,874 bytes   	TenrSax F#2                       	
985     	22000 Hz      	4,014 bytes   	Snare 14                          	
986     	23258 Hz      	4,048 bytes   	TenrSax G#2                       	
987     	18000 Hz      	9,412 bytes   	909 Tom Low                       	
988     	23460 Hz      	3,804 bytes   	TenrSax B2                        	
989     	29367 Hz      	83,732 bytes  	Flute F#1                         	
990     	23999 Hz      	10,424 bytes  	909 Tom Mid                       	
991     	29367 Hz      	64,992 bytes  	Flute G2                          	
992     	18000 Hz      	3,580 bytes   	909 Snare 1                       	
993     	18000 Hz      	2,244 bytes   	CB 909                            	
994     	29367 Hz      	45,320 bytes  	Flute C3                          	
995     	24509 Hz      	3,336 bytes   	TomLo Analog                      	
996     	29367 Hz      	36,056 bytes  	Flute F3                          	
997     	44001 Hz      	82,286 bytes  	Flute A3                          	
998     	25000 Hz      	6,290 bytes   	Trumpet F#4                       	
999     	44100 Hz      	59,172 bytes  	Big Whack hi                      	
1000    	44001 Hz      	8,668 bytes   	Trumpet A4                        	
1001    	25117 Hz      	5,230 bytes   	Trumpet C5                        	
1002    	24000 Hz      	3,232 bytes   	Hi Snare r                        	
1003    	25160 Hz      	4,508 bytes   	Trumpet F#5                       	
1004    	25501 Hz      	3,356 bytes   	Trumpet C#6                       	
1005    	25117 Hz      	5,384 bytes   	Trumpet C4                        	
1006    	25513 Hz      	8,168 bytes   	Trumpet D#4                       	
1007    	24000 Hz      	3,240 bytes   	Shaker 69                         	
1008    	23999 Hz      	3,390 bytes   	Tr1 Shaker 3                      	
1009    	25999 Hz      	2,612 bytes   	WH Clave 7                        	
1010    	22000 Hz      	10,180 bytes  	Rhodes 1                          	
1011    	23999 Hz      	8,532 bytes   	WHT2 SideStick20                  	
1012    	22338 Hz      	9,182 bytes   	Rhodes 2                          	
1013    	23547 Hz      	4,020 bytes   	TenrSax C3                        	
1014    	20000 Hz      	8,576 bytes   	Sticky                            	
1015    	23494 Hz      	3,774 bytes   	TenrSax D3                        	
1016    	18000 Hz      	5,794 bytes   	SYN agog 1 inf1                   	
1017    	32000 Hz      	5,864 bytes   	Cabasa 2                          	
1018    	25999 Hz      	1,154 bytes   	Radar Blip                        	
1019    	22026 Hz      	113,748 bytes 	Piano C#1                         	
1020    	22026 Hz      	130,960 bytes 	Piano F1                          	
1021    	22050 Hz      	39,404 bytes  	TOM-MID STRETCH                   	
1022    	21977 Hz      	120,908 bytes 	Piano C2                          	
1023    	21952 Hz      	114,598 bytes 	Piano G2                          	
1024    	21977 Hz      	99,470 bytes  	Piano C3                          	
1025    	22026 Hz      	90,150 bytes  	Piano G3                          	
1026    	21977 Hz      	80,202 bytes  	Piano C4                          	
1027    	22002 Hz      	49,844 bytes  	Piano F4                          	
1028    	22000 Hz      	37,496 bytes  	Piano B4                          	
1029    	22000 Hz      	29,066 bytes  	Piano F5                          	
1030    	22000 Hz      	43,710 bytes  	Piano B5                          	
1031    	23434 Hz      	4,042 bytes   	TenrSax E3                        	
1032    	23680 Hz      	4,636 bytes   	TenrSax F#3                       	
1033    	23673 Hz      	3,982 bytes   	TenrSax G#3                       	
1034    	48000 Hz      	3,686 bytes   	Tick 2                            	
1035    	44100 Hz      	10,040 bytes  	303Saw C1 Brt                     	
1036    	44100 Hz      	11,138 bytes  	303Saw F#1 Brt                    	
1037    	44100 Hz      	12,300 bytes  	303Saw C2 Brt                     	
1038    	44100 Hz      	11,616 bytes  	303Saw F#2 Brt                    	
1039    	44100 Hz      	14,060 bytes  	303Saw C3 Brt                     	
1040    	44030 Hz      	10,026 bytes  	303Saw F#3 Brt                    	
1041    	43953 Hz      	13,282 bytes  	303Saw C4 Brt                     	
1042    	28779 Hz      	8,908 bytes   	303Saw C1 Res                     	
1043    	28860 Hz      	7,416 bytes   	303Saw F#1 Res                    	
1044    	28779 Hz      	8,742 bytes   	303Saw C2 Res                     	
1045    	28860 Hz      	8,160 bytes   	303Saw F#2 Res                    	
1046    	28779 Hz      	8,902 bytes   	303Saw C3 Res                     	
1047    	28860 Hz      	8,882 bytes   	303Saw F#3 Res                    	
1048    	28779 Hz      	9,312 bytes   	303Saw C4 Res                     	
1049    	44100 Hz      	11,002 bytes  	303Sqr C1 Brt                     	
1050    	44100 Hz      	12,868 bytes  	303Sqr F#1 Brt                    	
1051    	44100 Hz      	13,016 bytes  	303Sqr C2 Brt                     	
1052    	44100 Hz      	13,458 bytes  	303Sqr F#2 Brt                    	
1053    	44100 Hz      	12,600 bytes  	303Sqr C3 Brt                     	
1054    	44100 Hz      	12,342 bytes  	303Sqr F#3 Brt                    	
1055    	43953 Hz      	12,684 bytes  	303Sqr C4 Brt                     	
1056    	28779 Hz      	9,630 bytes   	303Sqr C1 Res                     	
1057    	28860 Hz      	8,676 bytes   	303Sqr F#1 Res                    	
1058    	28779 Hz      	8,366 bytes   	303Sqr C2 Res                     	
1059    	28860 Hz      	8,384 bytes   	303Sqr F#2 Res                    	
1060    	28779 Hz      	8,720 bytes   	303Sqr C3 Res                     	
1061    	28860 Hz      	8,476 bytes   	303Sqr F#3 Res                    	
1062    	28779 Hz      	8,740 bytes   	303Sqr C4 Res                     	
1063    	44100 Hz      	234,358 bytes 	Wave Crash                        	
1064    	44100 Hz      	45,106 bytes  	Wavehat op                        	
1065    	44100 Hz      	26,918 bytes  	Conga lo                          	
1066    	44100 Hz      	27,278 bytes  	Conga hi                          	
1067    	44100 Hz      	53,022 bytes  	Triangle 2                        	
1068    	44100 Hz      	32,164 bytes  	Triangle                          	
1069    	44100 Hz      	6,520 bytes   	Slap                              	
1070    	44100 Hz      	43,240 bytes  	Rockin Kick                       	
1071    	44100 Hz      	21,758 bytes  	Big Snare                         	
1072    	44100 Hz      	29,824 bytes  	Synth Snap                        	
1073    	44100 Hz      	9,594 bytes   	Wavehat cl                        	
1074    	44100 Hz      	25,216 bytes  	Wavehat Pdl                       	
1075    	44100 Hz      	4,992 bytes   	Snappin                           	
1076    	44100 Hz      	9,108 bytes   	Synth Rim                         	
1077    	44100 Hz      	66,432 bytes  	Big Whack                         	
1078    	44100 Hz      	13,568 bytes  	Thin Hat Tip                      	
1079    	44100 Hz      	9,216 bytes   	Thin Hat Closed                   	
1080    	44100 Hz      	98,050 bytes  	Pro 52 Brush2                     	
1081    	44100 Hz      	161,026 bytes 	Pro 52 hat Hat Open               	
1082    	44100 Hz      	19,098 bytes  	Pro 52 hat                        	
1083    	44100 Hz      	22,784 bytes  	Attack Kick                       	
1084    	44100 Hz      	50,176 bytes  	The Claps                         	
1085    	44100 Hz      	30,848 bytes  	Cliche' Hat                       	
1086    	44100 Hz      	151,200 bytes 	Originator                        	
1087    	44100 Hz      	28,608 bytes  	Attack Snare                      	
1088    	44100 Hz      	99,520 bytes  	Pro 52 Perc hi                    	
1089    	44100 Hz      	78,522 bytes  	Pro 52 deep snare                 	
1090    	44100 Hz      	11,360 bytes  	909 tight snare                   	
1091    	44100 Hz      	305,202 bytes 	Pro 52 Sub                        	
1092    	44100 Hz      	15,170 bytes  	Pro 52 piccolo snare              	
1093    	44100 Hz      	63,932 bytes  	Pro 52 kick                       	
1094    	44100 Hz      	85,812 bytes  	Pro 52 Hard Kick                  	
1095    	12000 Hz      	146,864 bytes 	Piano 1 E0                        	Piano
1096    	13000 Hz      	156,560 bytes 	Piano 1 A0                        	Piano
1097    	14000 Hz      	136,464 bytes 	Piano 1 D1                        	Piano
1098    	15625 Hz      	175,364 bytes 	Piano 1 F#1                       	Piano
1099    	15625 Hz      	162,284 bytes 	Piano 1 C#2                       	Piano
1100    	15625 Hz      	153,980 bytes 	Piano 1 G#2                       	Piano
1101    	18000 Hz      	153,560 bytes 	Piano 1 C#3                       	Piano
1102    	18000 Hz      	139,076 bytes 	Piano 1 G#3                       	Piano
1103    	20000 Hz      	137,764 bytes 	Piano 1 C#4                       	Piano
1104    	20000 Hz      	85,488 bytes  	Piano 1 F#4                       	Piano
1105    	20000 Hz      	117,464 bytes 	Piano 1 C5                        	Piano
1106    	20000 Hz      	92,552 bytes  	Piano 1 F#5                       	Piano
1107    	20000 Hz      	115,192 bytes 	Piano 1 G#5                       	Piano
1108    	20000 Hz      	88,036 bytes  	Piano 1 C6                        	Piano
1109    	20000 Hz      	74,664 bytes  	Piano 1 F#6                       	Piano
1110    	15000 Hz      	100,358 bytes 	Piano 2 B 0                       	Piano
1111    	16000 Hz      	109,430 bytes 	Piano 2 F 1                       	Piano
1112    	17000 Hz      	98,100 bytes  	Piano 2 C 2                       	Piano
1113    	18000 Hz      	96,368 bytes  	Piano 2 F 2                       	Piano
1114    	18000 Hz      	96,630 bytes  	Piano 2 D 3                       	Piano
1115    	20000 Hz      	103,998 bytes 	Piano 2 G#3                       	Piano
1116    	20000 Hz      	49,628 bytes  	Piano 2 F#4                       	Piano
1117    	22000 Hz      	59,116 bytes  	Piano 2 C 5                       	Piano
1118    	24968 Hz      	23,552 bytes  	Roadz Medium D#1                  	Keyboard
1119    	24971 Hz      	12,342 bytes  	Roadz Medium A1                   	Keyboard
1120    	25046 Hz      	9,200 bytes   	Roadz Medium D#2                  	Keyboard
1121    	24976 Hz      	12,586 bytes  	Roadz Medium F#2                  	Keyboard
1122    	25117 Hz      	5,940 bytes   	Roadz Medium C3                   	Keyboard
1123    	25824 Hz      	6,068 bytes   	Roadz Medium D#3                  	Keyboard
1124    	25903 Hz      	5,570 bytes   	Roadz Medium F#3                  	Keyboard
1125    	26165 Hz      	8,860 bytes   	Roadz Medium C4                   	Keyboard
1126    	27283 Hz      	2,966 bytes   	Roadz Medium A4                   	Keyboard
1127    	19884 Hz      	5,848 bytes   	Roadz Hard C2                     	Keyboard
1128    	19992 Hz      	5,406 bytes   	Roadz Hard G2                     	Keyboard
1129    	19884 Hz      	5,400 bytes   	Roadz Hard C3                     	Keyboard
1130    	20108 Hz      	4,350 bytes   	Roadz Hard E3                     	Keyboard
1131    	20437 Hz      	2,686 bytes   	Roadz Hard E4                     	Keyboard
1132    	20931 Hz      	734 bytes     	Roadz Hard C5                     	Keyboard
1133    	22042 Hz      	18,836 bytes  	DynoEP Medium C1                  	Keyboard
1134    	24070 Hz      	13,080 bytes  	DynoEP Medium C2                  	Keyboard
1135    	25900 Hz      	13,454 bytes  	DynoEP Med. F#2                   	Keyboard
1136    	25962 Hz      	13,682 bytes  	DynoEP Medium A2                  	Keyboard
1137    	25902 Hz      	7,170 bytes   	DynoEP Medium C3                  	Keyboard
1138    	44100 Hz      	29,396 bytes  	Robo Hat                          	
1139    	26137 Hz      	5,604 bytes   	DynoEP Med. D#3                   	Keyboard
1140    	25901 Hz      	5,584 bytes   	DynoEP Med. F#3                   	Keyboard
1141    	25964 Hz      	5,830 bytes   	DynoEP Medium A3                  	Keyboard
1142    	25843 Hz      	1,206 bytes   	DynoEP Medium D6                  	Keyboard
1143    	44100 Hz      	98,692 bytes  	Pro 52 Perc                       	
1144    	19949 Hz      	16,608 bytes  	DynoEP Hard C1                    	Keyboard
1145    	19990 Hz      	12,154 bytes  	DynoEP Hard D#1                   	Keyboard
1146    	19980 Hz      	6,938 bytes   	Dyno EP Hard F#1                  	Keyboard
1147    	20021 Hz      	6,600 bytes   	DynoEP Hard A1                    	Keyboard
1148    	20015 Hz      	3,038 bytes   	DynoEP Hard C2                    	Keyboard
1149    	20068 Hz      	2,714 bytes   	DynoEP Hard D#2                   	Keyboard
1150    	19980 Hz      	2,636 bytes   	DynoEP Hard F#2                   	Keyboard
1151    	20021 Hz      	2,748 bytes   	DynoEP Hard A2                    	Keyboard
1152    	20146 Hz      	2,722 bytes   	DynoEP Hard C3                    	Keyboard
1153    	19913 Hz      	3,102 bytes   	DynoEP Hard D#3                   	Keyboard
1154    	19980 Hz      	3,042 bytes   	DynoEP Hard F#3                   	Keyboard
1155    	20241 Hz      	7,834 bytes   	DynoEP Hard A3                    	Keyboard
1156    	19884 Hz      	2,940 bytes   	DynoEP Hard C4                    	Keyboard
1157    	19913 Hz      	3,276 bytes   	DynoEP Hard D#4                   	Keyboard
1158    	26951 Hz      	8,046 bytes   	EP Hard Tine A1                   	Keyboard
1159    	27069 Hz      	7,826 bytes   	EP Hard Tine D#2                  	Keyboard
1160    	27061 Hz      	6,614 bytes   	EP Hard Tine A2                   	Keyboard
1161    	27069 Hz      	5,684 bytes   	EP Hard Tine D#3                  	Keyboard
1162    	27281 Hz      	5,690 bytes   	EP Hard Tine A3                   	Keyboard
1163    	27380 Hz      	5,534 bytes   	EP Hard Tine D#4                  	Keyboard
1164    	27281 Hz      	2,440 bytes   	EP Hard Tine A4                   	Keyboard
1165    	23494 Hz      	786 bytes     	EP Hard Tine D6                   	Keyboard
1166    	31330 Hz      	5,086 bytes   	Wurly Soft C1                     	Keyboard
1167    	26367 Hz      	5,052 bytes   	Wurly Soft F1                     	Keyboard
1168    	26400 Hz      	4,810 bytes   	Wurly Soft A1                     	Keyboard
1169    	26430 Hz      	5,188 bytes   	Wurly Soft D2                     	Keyboard
1170    	26542 Hz      	4,982 bytes   	Wurly Soft F2                     	Keyboard
1171    	26400 Hz      	4,792 bytes   	Wurly Soft A2                     	Keyboard
1172    	26430 Hz      	4,486 bytes   	Wurly Soft D3                     	Keyboard
1173    	26656 Hz      	4,170 bytes   	Wurly Soft G3                     	Keyboard
1174    	26686 Hz      	4,266 bytes   	Wurly Soft C4                     	Keyboard
1175    	27240 Hz      	4,082 bytes   	Wurly Soft F4                     	Keyboard
1176    	27280 Hz      	4,158 bytes   	Wurly Soft A4                     	Keyboard
1177    	24640 Hz      	2,174 bytes   	Wurly Soft A5                     	Keyboard
1178    	20015 Hz      	2,626 bytes   	Wurly Hard C1                     	Keyboard
1179    	20021 Hz      	2,370 bytes   	Wurly Hard A1                     	Keyboard
1180    	20068 Hz      	2,258 bytes   	Wurly Hard D#2                    	Keyboard
1181    	20021 Hz      	2,154 bytes   	Wurly Hard A2                     	Keyboard
1182    	20146 Hz      	2,328 bytes   	Wurly Hard C3                     	Keyboard
1183    	19980 Hz      	1,422 bytes   	Wurly Hard F#3                    	Keyboard
1184    	19884 Hz      	2,164 bytes   	Wurly Hard C4                     	Keyboard
1185    	20930 Hz      	510 bytes     	Wurly Hard C6                     	Keyboard
1186    	27778 Hz      	111,572 bytes 	Tine Piano G3                     	Keyboard
1187    	28192 Hz      	8,226 bytes   	Tine Piano D6                     	Keyboard
1188    	44001 Hz      	12,400 bytes  	Soft Vibes A2                     	Percussion
1189    	44001 Hz      	16,154 bytes  	Soft Vibes A3                     	Percussion
1190    	26542 Hz      	5,246 bytes   	Hard Vibes F5                     	Percussion
1191    	44053 Hz      	11,160 bytes  	VP Bass 1 A2                      	Bass
1192    	28160 Hz      	1,796 bytes   	VP Bass 1 A4                      	Bass
1193    	11043 Hz      	22,346 bytes  	Elec.Guitar 1 E1                  	Guitar
1194    	11001 Hz      	23,582 bytes  	Elec.Guitar 1 A1                  	Guitar
1195    	11013 Hz      	22,316 bytes  	Elec.Guitar 1 D2                  	Guitar
1196    	10976 Hz      	21,842 bytes  	Elec.Guitar 1 G2                  	Guitar
1197    	11113 Hz      	20,508 bytes  	Elec.Guitar 1 B2                  	Guitar
1198    	10878 Hz      	22,482 bytes  	Elec.Guitar 1 E3                  	Guitar
1199    	11001 Hz      	22,040 bytes  	Elec.Guitar 1 A3                  	Guitar
1200    	21952 Hz      	4,228 bytes   	Elec.Guitar 1 G5                  	Guitar
1201    	33952 Hz      	14,080 bytes  	Elec.Guitar 2 E1                  	Guitar
1202    	27940 Hz      	11,538 bytes  	Elec.Guitar 2 A1                  	Guitar
1203    	28048 Hz      	17,264 bytes  	Elec.Guitar 2 D2                  	Guitar
1204    	28028 Hz      	7,428 bytes   	Elec.Guitar 2 G2                  	Guitar
1205    	27658 Hz      	7,060 bytes   	Elec.Guitar 2 B2                  	Guitar
1206    	28019 Hz      	6,426 bytes   	Elec.Guitar 2 E3                  	Guitar
1207    	27720 Hz      	5,804 bytes   	Elec.Guitar 2 A3                  	Guitar
1208    	27605 Hz      	8,532 bytes   	Elec.Guitar 2 D4                  	Guitar
1209    	23494 Hz      	1,904 bytes   	Elec.Guitar 2 D6                  	Guitar
1210    	20000 Hz      	78,028 bytes  	SectionStringB0                   	Strings
1211    	22600 Hz      	66,534 bytes  	SectionStringE1                   	Strings
1212    	23200 Hz      	72,760 bytes  	SectionStringA1                   	Strings
1213    	23800 Hz      	54,022 bytes  	SectionStringD2                   	Strings
1214    	24400 Hz      	53,840 bytes  	SectionStringG2                   	Strings
1215    	25000 Hz      	54,562 bytes  	SectionStringC3                   	Strings
1216    	25600 Hz      	62,490 bytes  	SectionStringF3                   	Strings
1217    	26200 Hz      	54,076 bytes  	SectionStringA#3                  	Strings
1218    	26800 Hz      	64,092 bytes  	SectionStringD#4                  	Strings
1219    	27400 Hz      	64,738 bytes  	SectionStringG#4                  	Strings
1220    	34000 Hz      	62,616 bytes  	Oohs F#2                          	Vocal
1221    	25000 Hz      	35,366 bytes  	Oohs A2                           	Vocal
1222    	26000 Hz      	45,512 bytes  	Oohs C3                           	Vocal
1223    	27000 Hz      	36,672 bytes  	Oohs D#3                          	Vocal
1224    	27000 Hz      	52,454 bytes  	Oohs F#3                          	Vocal
1225    	27000 Hz      	52,276 bytes  	Oohs A3                           	Vocal
1226    	28000 Hz      	50,400 bytes  	Oohs D#4                          	Vocal
1227    	22000 Hz      	10,064 bytes  	Oohs F6                           	Vocal
1228    	24000 Hz      	33,182 bytes  	PianoSoundBoard                   	SFX
1229    	31984 Hz      	1,992 bytes   	Pulse 75% C0                      	Wave
1230    	31911 Hz      	1,498 bytes   	Pulse 75% F0                      	Wave
1231    	31991 Hz      	1,134 bytes   	Pulse 75% A#0                     	Wave
1232    	31969 Hz      	858 bytes     	Pulse 75% D#1                     	Wave
1233    	31979 Hz      	652 bytes     	Pulse 75% G#1                     	Wave
1234    	32015 Hz      	498 bytes     	Pulse 75% C#2                     	Wave
1235    	32005 Hz      	382 bytes     	Pulse 75% F#2                     	Wave
1236    	32103 Hz      	296 bytes     	Pulse 75% B2                      	Wave
1237    	31974 Hz      	230 bytes     	Pulse 75% E3                      	Wave
1238    	32121 Hz      	182 bytes     	Pulse 75% A3                      	Wave
1239    	31716 Hz      	144 bytes     	Pulse 75% D4                      	Wave
1240    	32144 Hz      	118 bytes     	Pulse 75% G4                      	Wave
1241    	43954 Hz      	120 bytes     	Pulse 75% C5                      	Wave
1242    	44702 Hz      	100 bytes     	Pulse 75% F5                      	Wave
1243    	25843 Hz      	60 bytes      	Pulse 75% D6                      	Wave
1244    	32328 Hz      	78,918 bytes  	Chime Voice C4                    	Wave
1245    	21977 Hz      	14,794 bytes  	EP Bass 3 C2                      	Bass
1246    	27504 Hz      	7,210 bytes   	Tine EP Bb1                       	Keyboard
1247    	27970 Hz      	7,642 bytes   	Tine EP Bb2                       	Keyboard
1248    	29008 Hz      	9,914 bytes   	Tine EP G3                        	Keyboard
1249    	28779 Hz      	8,764 bytes   	Tine EP C4                        	Keyboard
1250    	29792 Hz      	7,300 bytes   	Tine EP G4                        	Keyboard
1251    	39000 Hz      	127,530 bytes 	Pretty EP C2                      	Keyboard
1252    	39000 Hz      	15,944 bytes  	Pretty EP C5                      	Keyboard
1253    	27733 Hz      	4,854 bytes   	EP Hard C2                        	Keyboard
1254    	30024 Hz      	6,952 bytes   	EP Hard D#2                       	Keyboard
1255    	29970 Hz      	8,808 bytes   	EP Hard F#2                       	Keyboard
1256    	27733 Hz      	10,236 bytes  	EP Hard C3                        	Keyboard
1257    	28935 Hz      	10,774 bytes  	EP Hard D#3                       	Keyboard
1258    	29870 Hz      	12,238 bytes  	EP Hard D#4                       	Keyboard
1259    	29870 Hz      	1,536 bytes   	EP Hard D#6                       	Keyboard
1260    	27994 Hz      	7,744 bytes   	DX EP Hard C1                     	Keyboard
1261    	27994 Hz      	7,570 bytes   	DX EP Hard C2                     	Keyboard
1262    	28161 Hz      	6,364 bytes   	DX EP Hard A2                     	Keyboard
1263    	28120 Hz      	5,836 bytes   	DX EP Hard Gb3                    	Keyboard
1264    	28256 Hz      	5,386 bytes   	DX EP Hard C4                     	Keyboard
1265    	28161 Hz      	4,880 bytes   	DX EP Hard A4                     	Keyboard
1266    	28161 Hz      	2,042 bytes   	DX EP Hard A5                     	Keyboard
1267    	23547 Hz      	22,268 bytes  	FM EP C3                          	Keyboard
1268    	24593 Hz      	12,142 bytes  	FM EP C4                          	Keyboard
1269    	20930 Hz      	2,146 bytes   	FM EP C6                          	Keyboard
1270    	15960 Hz      	67,408 bytes  	Piano C2                          	Piano
1271    	24000 Hz      	33,110 bytes  	Soft Synth G4                     	Synth
1272    	27700 Hz      	71,876 bytes  	Soul Ooh C3                       	Vocal
1273    	44001 Hz      	77,718 bytes  	Jupiter VIII                      	
1274    	10827 Hz      	73,770 bytes  	Bosendorfer F1                    	
1275    	11919 Hz      	86,692 bytes  	Bosendorfer C#2                   	
1276    	11874 Hz      	83,076 bytes  	Bosendorfer F2                    	
1277    	12348 Hz      	68,724 bytes  	Bosendorfer B2                    	
1278    	13845 Hz      	94,418 bytes  	Bosendorfer E3                    	
1279    	13290 Hz      	75,550 bytes  	Bosendorfer G#3                   	
1280    	15271 Hz      	87,348 bytes  	Bosendorfer D4                    	
1281    	16613 Hz      	67,008 bytes  	Bosndorfer G#4                    	
1282    	16745 Hz      	73,790 bytes  	Bosendorfer C5                    	
1283    	16763 Hz      	58,576 bytes  	Bosendorfer F5                    	
1284    	18647 Hz      	81,522 bytes  	Bosendorfer A#5                   	
1285    	22000 Hz      	25,134 bytes  	Bosendorfer D6                    	
1286    	22000 Hz      	30,164 bytes  	Bosendorfer F#6                   	
1287    	29351 Hz      	6,630 bytes   	1 Shot Bass C2                    	
1288    	32442 Hz      	59,336 bytes  	Aud Edge 1 C3                     	
1289    	32442 Hz      	59,938 bytes  	Aud Edge 1 C4                     	
1290    	32442 Hz      	57,804 bytes  	Aud Edge 1 C5                     	
1291    	32144 Hz      	16,890 bytes  	Aud Edge 1 G1                     	
1292    	32144 Hz      	40,640 bytes  	Aud Edge 1 G2                     	
1293    	32144 Hz      	52,120 bytes  	Aud Edge 1 G3                     	
1294    	32144 Hz      	47,212 bytes  	Aud Edge 1 G4                     	
1295    	38070 Hz      	113,968 bytes 	Aud Syhth 4 C5                    	
1296    	31035 Hz      	168,546 bytes 	Aud Synth 4 C1                    	
1297    	38070 Hz      	155,640 bytes 	Aud Synth 4 C2                    	
1298    	38405 Hz      	166,020 bytes 	Aud Synth 4 C3                    	
1299    	33045 Hz      	104,864 bytes 	Aud Synth 4 C6                    	
1300    	33045 Hz      	158,664 bytes 	Aud Synth 4 G1                    	
1301    	38405 Hz      	137,674 bytes 	Aud Synth 4 G2                    	
1302    	38070 Hz      	115,704 bytes 	Aud Synth 4 G3                    	
1303    	38405 Hz      	118,572 bytes 	Aud Synth 4 G4                    	
1304    	38070 Hz      	90,482 bytes  	Aud Synth 4 G5                    	
1305    	29631 Hz      	35,950 bytes  	Ring Mod 3 C2                     	
1306    	29696 Hz      	39,206 bytes  	Ring Mod 3 C3                     	
1307    	29827 Hz      	30,948 bytes  	Ring Mod 3 C4                     	
